"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Papua New Guinea","PNG","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139914","","","","","","","","","","","","","","","","","","","","","","","","","","","27156","","","",
"Poland","POL","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49263","51264","55628","69626","83287","92575","98289","92286","86388","74744","64396","56490","55922","45139","38601","39525","","","31164","","",
"Pre-demographic dividend","PRE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","11685702","11590837","11524725","11475141","11196640","10811120","10331196","10263840","10268034","10470825","10625939","11030578","11645174","12464743","13286979","14006297","14746377","15272339","15452593","16032160","16298305","16613689","16461672","17581410","16856000","17189440","17508380","16978316","16338115","15388405","14238920","13772398","13572828","13193916","12056893","12407407","12469619","13300000","13100000","13300000","13700000","13800000","14200000","14400000","14700000","14800000","",
"Puerto Rico","PRI","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20134","24937","22992","22546","24783","26421","31743","","","",
"Korea, Dem. People’s Rep.","PRK","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18324","","","","","","39596","","","","",
"Portugal","PRT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","56688","55761","","34306","28540","16323","","19488","17411","","","","","","","","","","5855","","","514","","","","","","","","","","","","","","","","","","","","708","2972","4545","184","","",
"Paraguay","PRY","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","42002","","69461","","","49432","47058","45586","41959","39199","33980","29515","","28994","31313","32931","37107","36554","32876","28900","23533","18131","53024","14962","35988","","26636","","","11476","6306","6849","13747","15680","18210","17133","23486","31204","37526","43177","41942","42576","44247","","","","","","","",
"West Bank and Gaza","PSE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17953","16873","22453","23711","26744","28383","32499","34299","36048","30244","25518","20453","18844","11291","12540","9160","11070","10641","6126","6982","",
"Pacific island small states","PSS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16651","15867","13483","12661","12393","16661","12821","14226","16449","16157","12625","11309","10872","10463","10484","9456","9552","10040","10848","10813","11985","14608","3002","3659","4834","18933","","","",
"Post-demographic dividend","PST","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","4580671","4209852","3953033","3807663","3707737","2582783","2615566","2377114","2602452","2714659","2654695","2263105","1870361","1576590","1359858","1335891","1212581","1334400","1428980","1497871","1375510","1464012","1339246","1033125","891330","912537","816798","883782","927948","918373","648134","700177","526956","486238","717554","701362","904479","710462","655883","712026","575455","410649","466780","577827","",
"French Polynesia","PYF","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","978","1062","1095","1194","","1318","873","436","183","","430","","552","830","1554","1927","2143","2658","2914","3371","4976","5948","6755","5537","","","","","","1627","","","","","","3237","","","","","","","4553","4406","2520","1644","1359","2202","",
"Romania","ROU","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172076","116627","84245","76889","77710","51001","66618","61696","52300","32228","11502","","748","10160","9950","9640","8470","8610","10955","15087","","","41252","52735","","","",
"Russian Federation","RUS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117844","255375","","","","","","","","","","","222621","190491","68613","38306","","","","","90743","54539","30623","","","",
"Rwanda","RWA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","131427","140972","154887","","152505","150450","","","","","","","","","","","","","","","","","","","","","84033","","","135410","105568","","","","","","","","","","","","","12606","28745","42956","",
"South Asia","SAS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","14253758","14309474","13819434","12820542","13050560","12873187","12887585","12388237","13329574","13581940","13509781","13329432","13443875","12986834","13058775","13227204","12847844","13577221","12807560","12190832","12322529","12664039","12868403","12642923","12390527","12552870","12747205","12999965","13635703","13510550","12754049","13243200","13196987","12481610","10214910","8673035","8186728","6656837","7670601","8924955","8450517","9452841","8373510","7234816","6593789","6745448","6166609","6340950","5640582","",
"Saudi Arabia","SAU","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","308351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116076","42318","45125","","","","","","","","",
"Sudan","SDN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098568","1364674","1372295","1414961","1411004","1385360","1216359","","",
"Senegal","SEN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","270191","267075","270500","271293","270791","269589","275612","282381","249924","","267858","","306381","","335182","","","","336908","312019","301576","314154","302398","","","269231","314380","314986","299027","286953","291210","299801","300469","302847","285500","305877","309549","325841","366930","349071","","",
"Singapore","SGP","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9025","7402","7336","","","","","","","","","","","2369","",
"Sierra Leone","SLE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","157879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20131","","","10200","","","","",
"El Salvador","SLV","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","105267","","","","","","","","","","","","","","","","","","","","","","","","","","","","92110","","32168","29556","22406","19718","","","","","","","","","","","26255","34049","39331","53627","","",
"San Marino","SMR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","91","117","159","140","111","66","66","55","62","","92","87","","","130","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","234247","272814","324228","363718","394541","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","257","1482","1912","4472","7338","4024","5665","5625","2140","1253","1227","1502","2190","",
"Sub-Saharan Africa (excluding high income)","SSA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","14482391","14610455","14423514","14260844","13860132","13576540","13342929","13354762","13614736","14247419","15042097","16055322","16997982","17876272","18054896","18866348","19038472","19667740","20032702","20373596","20138788","21008736","20213964","20415356","20667644","19745684","19021242","18342970","17410848","16918796","16007462","15396689","13757874","13692379","13840803","14900000","14200000","14400000","14300000","14500000","14800000","15100000","15200000","15400000","",
"South Sudan","SSD","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392853","","","","508255","","","","",
"Sub-Saharan Africa","SSF","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","14482993","14611222","14424306","14261635","13861036","13577609","13343872","13355605","13615559","14248273","15042832","16055961","16998752","17877148","18055752","18867120","19039128","19668384","20033282","20374096","20139268","21009180","20214236","20415386","20667674","19745768","19021680","18343012","17410868","16918816","16007484","15396773","13757952","13692464","13840891","14900000","14200000","14400000","14300000","14500000","14800000","15100000","15200000","15400000","",
"Small states","SST","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","324651","335498","329322","326619","312866","312429","310534","298235","310149","319370","325124","314525","297617","300585","301993","298790","309552","307203","321501","332746","367570","381466","397880","403015","392020","395437","398655","397672","391313","391981","353546","339739","334799","330321","321331","320707","306152","304354","305792","305810","293910","279927","285005","280501","285371","279477","292151","286786","288559","",
"Sao Tome and Principe","STP","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","303","311","","","","721","","314","","","","","","","","","2272","","","284","239","108","100","","1463","1329","1503","1536","","","1954","1870","1793","","1063","","",
"Suriname","SUR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","1739","1023","","","","","","","","","","","","","","","","","","","","","","","","","","","5766","5268","5801","4172","3399","3892","4562","4337","4432","4779","4006","3653","5019","4961","",
"Slovak Republic","SVK","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5208","9517","10511","11219","8836","5652","2848","2860","4112","5122","5738","4476","4113","5502","6676","7256","6493","","",
"Slovenia","SVN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3853","2837","2300","1225","1631","2523","1570","1288","841","362","","","416","347","399","359","327","","574","687","","","","","",
"Sweden","SWE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","13677","","","","","5398","4829","3630","1520","1142","","","","","","","","","","","","1256","9393","14607","15232","10568","2888","","","","","","","","","","","",
"Eswatini","SWZ","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","17949","18639","18339","17520","17911","17544","17698","17831","18834","19557","","19026","20317","22706","23302","23382","24608","25141","25985","27799","26855","27043","26082","26561","25210","22266","22632","","","","","","","","","","","","","16846","11133","3786","9613","14249","13891","15323","15389","17918","","",
"Sint Maarten (Dutch part)","SXM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","904","","","","","","","","","","","","","","580","501","480","444","","","","","438","43","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","52165","","7638","","","","","6986","17302","26943","38026","49773","55175","47957","43399","35774","8463","12011","11811","14545","","","","","","105","13014","3117","","","","","","","","","","","","","","","259499","","","","","","",
"Turks and Caicos Islands","TCA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","202544","","209927","","","","","","","","","","","251994","","","","","","","","","291649","266130","269593","274000","279609","260755","262371","","","","","","","","318921","","130523","","132382","221475","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","4612793","3277613","2182088","1502311","2641375","2183993","2462576","3276294","4320247","5916675","7291117","8508481","6934135","5053564","4707248","4193597","4123472","3903482","4146085","4127644","4680540","3705431","3571100","3220119","3401043","3479999","3093253","3349329","2976280","2824934","2666161","2530341","2546033","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710598","768504","955287","894667","892423","820607","749586","818389","718790","589890","388612","409065","569799","600212","578164","468506","526118","572105","440999","441211","392273","452283","427014","440181","429133","557581","",
"Togo","TGO","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","50147","52625","","","","","","27028","27172","28745","","39078","52076","72665","81780","99962","70358","73482","75686","76322","70757","","","92315","59658","27868","38869","","","","509","","1241","","1386","","17247","15525","","","","","","26541","","30316","27382","","",
"Thailand","THA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","765656","793913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8371","20849","38089","41476","","","","","","","","","","",
"Tajikistan","TJK","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4113","3654","3584","","","","","","","","","","","","3323","4830","4717","","","",
"Turkmenistan","TKM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","3289386","3298417","3255226","3152651","3086381","3115121","3003328","2829365","2735013","2381450","2310361","2073955","2066475","2115391","2183100","2114356","2221896","2272992","2423693","2690475","2604043","2550094","2260196","2118106","2240961","2254309","2150873","2505771","1562896","1151916","992855","887239","780249","807115","1029640","811057","1125878","1137202","666558","789274","900861","883136","886322","1012761","1047187","1016366","1002121","952561","1210787","",
"Timor-Leste","TLS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12849","7516","8271","5643","7642","7137","7487","6488","6357","4177","5089","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","2482054","2553534","2355999","2309895","2280492","2193018","2020931","1960229","1915253","2000839","1873696","1943227","1920940","1928228","1830800","1900259","1904129","1875871","1914375","2022672","1716619","1717924","2037734","2116352","2012169","2204502","2083260","2119833","2278111","2209774","2037888","1511502","1242772","1161898","1035840","1139797","1225557","1081896","977199","857347","741105","798175","637123","843149","","","","","","",
"Tonga","TON","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","1024","829","396","","901","240","","","","","","","","903","","305","222","","","","681","","","655","","","","","393","199","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","14253758","14309474","13819434","12820542","13050560","12873187","12887585","12388237","13329574","13581940","13509781","13329432","13443875","12986834","13058775","13227204","12847844","13577221","12807560","12190832","12322529","12664039","12868403","12642923","12390527","12552870","12747205","12999965","13635703","13510550","12754049","13243200","13196987","12481610","10214910","8673035","8186728","6656837","7670601","8924955","8450517","9452841","8373510","7234816","6593789","6745448","6166609","6340950","5640582","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","14482993","14611222","14424306","14261635","13861036","13577609","13343872","13355605","13615559","14248273","15042832","16055961","16998752","17877148","18055752","18867120","19039128","19668384","20033282","20374096","20139268","21009180","20214236","20415386","20667674","19745768","19021680","18343012","17410868","16918816","16007484","15396773","13757952","13692464","13840891","14900000","14200000","14400000","14300000","14500000","14800000","15100000","15200000","15400000","",
"Trinidad and Tobago","TTO","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","7178","7977","8617","8419","7421","4868","3460","5330","9157","11595","8158","6662","7655","7777","7747","9528","7536","7096","8426","11837","10793","11385","12508","","","11052","11013","","2151","637","947","4730","2839","792","2538","","","1075","49","556","","","","","","","","","",
"Tunisia","TUN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","40015","","","","50248","","","48546","46061","37269","33260","24884","12593","1469","1133","","","","497","9214","5987","6751","5130","8040","10762","19382","30827","","34819","28814","19868","","","","13162","15286","18734","15899","12828","","","","","","","","","","",
"Turkey","TUR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","160269","","","","","","","","","","","","","","","","","","","","146293","168005","","140401","","31430","","","","","","","4881","3514","38209","128810","104663","138850","187346","159688","127425","129839","148729","130376","","",
"Tuvalu","TUV","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","22","65","","","",
"Tanzania","TZA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","561113","686324","745126","","921959","980458","1034581","1098500","1129515","1174898","1227525","1263446","1332071","1414160","1456730","1491427","1519693","1575571","1600837","1517077","1386448","896799","610746","467598","305286","100175","","31765","","341937","","613318","766009","895054","","895289","911042","1053124","",
"Uganda","UGA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","703561","","690384","701887","","","","587419","","","","","","","","","","","","","","","","","","","","","","","185476","321245","222755","","219128","","","","","","",
"Ukraine","UKR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30714","102375","98205","92588","98891","99601","100263","94801","75722","61389","57427","58950","78411","","","","","",
"Upper middle income","UMC","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","7284965","6341638","5359000","4312163","3905766","3604964","4012815","4773528","6145715","7864900","9145977","10085727","8237501","5747914","5311286","4375805","3569641","2954836","3196367","3094968","4158884","3495971","2919474","3101275","3396218","3315791","3224680","3325297","3328311","3179121","3302739","3343443","3516734","",
"Uruguay","URY","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","21321","","","","","","","13585","10139","9098","11678","12658","13840","13577","","","","","","","","","","2458","96","","","","","","4344","","","","","",
"United States","USA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","292768","214356","36772","65888","","",
"Uzbekistan","UZB","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78195","63214","66429","54415","46044","28774","17288","2548","","","","","",
"St. Vincent and the Grenadines","VCT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","639","","305","","","","","","","","","","","","","","","","","","","32","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191958","149703","113447","51000","80443","78485","95435","93267","67799","105580","75079","66370","68139","53295","68989","106131","108798","143953","166336","","",
"British Virgin Islands","VGB","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","131","101","","","","","","","","","","","","","","","35","230","161","","","","86","129","","","","","","93","57","","","","","","",
"Virgin Islands (U.S.)","VIR","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","1461","","","","","","","","3074","","","","","","","","","","262","","","","","352","","","","","","","","","","","1797","","","","",
"World","WLD","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","49265068","50067972","49485136","46989904","46821156","46081184","45358288","45001320","46593584","46008960","43928352","42695268","42204364","42146660","42331260","41843276","41026728","40936032","39810280","38922644","40615496","40489556","41767096","42818628","44099416","45852564","48052748","48992976","47054652","44588816","42317580","40772736","39558944","37384640","34952304","32236412","32134556","27606658","27639980","28976368","29700000","30200000","28500000","27800000","27200000","27400000","26700000","26800000","26800000","",
"Samoa","WSM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1149","","","","979","1151","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","456591","","","","288102","248014","234203","","","289754","","180503","","137297","135798","","","218703","","","",
"South Africa","ZAF","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","656359","","","","","","","","","","","","","","","","","","","","","506809","","","438709","421243","","","426774","381505","402599","380927","339451","276109","235869","227722","","","","","","","","","","","","369093","","",
"Zambia","ZMB","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","81040","","","","85213","90058","101778","111154","117053","122444","128439","122965","119501","","122943","","151541","","","","","","228404","249941","","","292423","310141","320993","333791","307780","","189378","107677","137847","99458","","155845","201558","158820","150988","189405","","","","281430","","",
"Zimbabwe","ZWE","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197054","156074","126636","87655","114938","123772","","","","","","","","","","","","","","","","",
